time_sec,min_clearance_m,linear_vel,angular_vel,pos_x,pos_y,distance_traveled_m,is_rotating,collision
0.6,inf,0.000,0.000,0.000,0.000,0.000,0,0
1.1,0.503,0.000,0.000,-2.000,-0.500,0.000,0,0
1.6,0.503,0.000,0.000,-2.000,-0.500,0.000,0,0
2.1,0.511,0.000,0.000,-2.000,-0.500,0.000,0,0
2.6,0.511,0.000,0.000,-2.000,-0.500,0.000,0,0
3.1,0.512,0.000,0.000,-2.000,-0.500,0.000,0,0
3.6,0.512,0.000,0.000,-2.000,-0.500,0.000,0,0
4.1,0.514,0.000,0.000,-2.000,-0.500,0.000,0,0
4.6,0.521,0.000,0.000,-2.000,-0.500,0.000,0,0
5.1,0.516,0.000,0.000,-2.000,-0.500,0.000,0,0
5.6,0.516,0.000,0.000,-2.000,-0.500,0.000,0,0
6.1,0.507,0.000,0.000,-2.000,-0.500,0.000,0,0
6.6,0.507,0.000,0.000,-2.000,-0.500,0.000,0,0
7.1,0.507,0.000,0.000,-2.000,-0.500,0.000,0,0
7.6,0.518,0.000,0.000,-2.000,-0.500,0.000,0,0
8.1,0.518,0.000,0.000,-2.000,-0.500,0.000,0,0
8.6,0.527,0.000,0.000,-2.000,-0.500,0.000,0,0
9.1,0.527,0.000,0.000,-2.000,-0.500,0.000,0,0
9.6,0.511,0.000,0.000,-2.000,-0.500,0.000,0,0
10.1,0.514,0.000,0.000,-2.000,-0.500,0.000,0,0
10.6,0.514,0.000,0.000,-2.000,-0.500,0.000,0,0
11.1,0.515,0.000,0.000,-2.000,-0.500,0.000,0,0
11.6,0.515,0.000,0.000,-2.000,-0.500,0.000,0,0
12.1,0.515,0.000,0.000,-2.000,-0.500,0.000,0,0
12.7,0.510,0.000,0.000,-2.000,-0.500,0.000,0,0
13.1,0.510,0.000,0.000,-2.000,-0.500,0.000,0,0
13.6,0.510,0.000,0.000,-2.000,-0.500,0.000,0,0
14.1,0.521,0.000,0.000,-2.000,-0.500,0.000,0,0
14.6,0.517,0.000,0.000,-2.000,-0.500,0.000,0,0
15.1,0.517,0.000,0.000,-2.000,-0.500,0.000,0,0
15.6,0.516,0.000,0.000,-2.000,-0.500,0.000,0,0
16.1,0.514,0.000,0.000,-2.000,-0.500,0.000,0,0
16.6,0.514,0.000,0.000,-2.000,-0.500,0.000,0,0
17.1,0.523,0.000,0.000,-2.000,-0.500,0.000,0,0
17.6,0.504,0.000,0.000,-2.000,-0.500,0.000,0,0
18.1,0.504,0.000,0.000,-2.000,-0.500,0.000,0,0
18.6,0.521,0.000,0.000,-2.000,-0.500,0.000,0,0
19.1,0.518,0.000,0.000,-2.000,-0.500,0.000,0,0
19.6,0.518,0.000,0.000,-2.000,-0.500,0.000,0,0
20.1,0.511,0.000,0.000,-2.000,-0.500,0.000,0,0
20.6,0.518,0.000,0.000,-2.000,-0.500,0.000,0,0
21.1,0.518,0.000,0.000,-2.000,-0.500,0.000,0,0
21.6,0.518,0.000,0.000,-2.000,-0.500,0.000,0,0
22.1,0.515,0.000,0.000,-2.000,-0.500,0.000,0,0
22.6,0.515,0.000,0.000,-2.000,-0.500,0.000,0,0
23.1,0.515,0.000,0.000,-2.000,-0.500,0.000,0,0
23.6,0.519,0.000,0.000,-2.000,-0.500,0.000,0,0
24.1,0.519,0.000,0.000,-2.000,-0.500,0.000,0,0
24.6,0.523,0.000,0.000,-2.000,-0.500,0.000,0,0
25.1,0.523,0.000,0.000,-2.000,-0.500,0.000,0,0
25.6,0.513,0.000,0.000,-2.000,-0.500,0.000,0,0
26.1,0.513,0.000,0.000,-2.000,-0.500,0.000,0,0
26.6,0.515,0.000,0.000,-2.000,-0.500,0.000,0,0
27.1,0.519,0.000,0.000,-2.000,-0.500,0.000,0,0
27.6,0.519,0.000,0.000,-2.000,-0.500,0.000,0,0
28.1,0.512,0.171,-0.241,-2.000,-0.500,0.000,0,0
28.6,0.512,0.180,-0.103,-1.993,-0.500,0.007,0,0
29.1,0.540,0.180,-0.172,-1.976,-0.500,0.023,0,0
29.6,0.540,0.171,-0.172,-1.953,-0.500,0.047,0,0
30.1,0.569,0.133,-0.172,-1.929,-0.501,0.071,0,0
30.6,0.591,0.171,-0.103,-1.902,-0.503,0.098,0,0
